Jess: "No, they __________."|;Are/aren't;Are/isn't;Is/aren't;Can/can't
2;Básico;Verb to be;Choose the correct answer: "Ted and Sam study a lot. They __________ very good students.";are;aren't;is;isn't
2;Básico;Verb to be;Choose the correct alternative: "Shhh! Be quiet! We __________ at a library!";are;aren't;is;isn't
2;Básico;Verb to be;Complete the sentence: "This __________ the magazine I love reading.";is;are;aren't;can
2;Básico;Verb to be;Complete the question: "__________ that your neighbor?";Is;Are;Aren't;Can
2;Básico;Verb to be;|Complete the dialogue:
Sam: "__________ Pat and Kelly on vacation?"
John: "Yes, they __________."|;Are/are;Is/are;Are/is;Can/can
2;Básico;Verb to be;Choose the correct answer: "My English classes __________ so much fun! I love them!";are;is;aren't;isn't
2;Básico;Verb to be;Choose the correct alternative: "My children's teacher __________ very funny! They love her!";is;are;isn't;aren't
2;Básico;Verb to be;Complete the sentence: "John __________ at home and the children __________ playing outside.";is/are;are/is;is/isn't;aren't/isn't
2;Básico;Verb to be;Choose the correct answer: "Your garden __________ beautiful! It's so colorful!";is;are;aren't;can
2;Básico;Verb to be;Choose the correct alternative: "My parents ___________ in Italy. They __________ in Venice.";are/are;is/are;are/is;aren't/are
